GeoCode,Province,City,tract,x,description,description2,y,amount2011
9330183.04,British Columbia,Vancouver,183.04,26.8,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1139
9330183.05,British Columbia,Vancouver,183.05,29.1,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1052
9330183.06,British Columbia,Vancouver,183.06,31.4,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1129
9330183.07,British Columbia,Vancouver,183.07,30,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,922
9330184.02,British Columbia,Vancouver,184.02,24.5,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,840
9330184.06,British Columbia,Vancouver,184.06,31.5,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,695
9330184.07,British Columbia,Vancouver,184.07,28.5,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,824
9330184.08,British Columbia,Vancouver,184.08,39.2,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,916
9330184.09,British Columbia,Vancouver,184.09,30.5,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,749
9330184.10,British Columbia,Vancouver,184.1,29.9,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,769
9330184.11,British Columbia,Vancouver,184.11,33.9,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,789
9330184.12,British Columbia,Vancouver,184.12,35.6,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,995
9330184.13,British Columbia,Vancouver,184.13,29.3,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,746
9330184.14,British Columbia,Vancouver,184.14,23.9,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1256
9330184.15,British Columbia,Vancouver,184.15,20.2,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,753
9330184.16,British Columbia,Vancouver,184.16,28.3,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,900
9330185.05,British Columbia,Vancouver,185.05,36.9,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,816
9330185.07,British Columbia,Vancouver,185.07,20,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,781
9330185.08,British Columbia,Vancouver,185.08,33.6,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1672
9330185.09,British Columbia,Vancouver,185.09,19.2,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,917
9330185.10,British Columbia,Vancouver,185.1,30.2,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,794
9330185.11,British Columbia,Vancouver,185.11,21,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,734
9330185.12,British Columbia,Vancouver,185.12,33.1,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,782
9330185.15,British Columbia,Vancouver,185.15,23.5,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,785
9330185.16,British Columbia,Vancouver,185.16,25.8,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,744
9330185.17,British Columbia,Vancouver,185.17,24,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,944
9330185.18,British Columbia,Vancouver,185.18,33,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,781
9330185.19,British Columbia,Vancouver,185.19,18.7,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,674
9330185.20,British Columbia,Vancouver,185.2,24,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,732
9330185.21,British Columbia,Vancouver,185.21,33.6,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,710
9330185.22,British Columbia,Vancouver,185.22,28.5,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,646
9330186.01,British Columbia,Vancouver,186.01,30.2,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,868
9330186.02,British Columbia,Vancouver,186.02,48.6,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,795
9330186.05,British Columbia,Vancouver,186.05,30.2,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,846
9330186.06,British Columbia,Vancouver,186.06,23.6,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,848
9330186.07,British Columbia,Vancouver,186.07,24.6,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,773
9330186.08,British Columbia,Vancouver,186.08,28.8,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,790
9330187.03,British Columbia,Vancouver,187.03,31.2,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,902
9330187.04,British Columbia,Vancouver,187.04,18.4,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,783
9330187.05,British Columbia,Vancouver,187.05,37.4,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,738
9330187.06,British Columbia,Vancouver,187.06,19.4,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1114
9330187.07,British Columbia,Vancouver,187.07,35,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,955
9330187.11,British Columbia,Vancouver,187.11,19.6,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1030
9330187.12,British Columbia,Vancouver,187.12,26.5,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,961
9330187.13,British Columbia,Vancouver,187.13,19.5,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,933
9330187.14,British Columbia,Vancouver,187.14,28.6,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,825
9330187.15,British Columbia,Vancouver,187.15,31.6,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,807
9330187.16,British Columbia,Vancouver,187.16,29.8,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1135
9330188.01,British Columbia,Vancouver,188.01,25.2,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1353
9330188.02,British Columbia,Vancouver,188.02,20.2,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1151
9330188.04,British Columbia,Vancouver,188.04,32.6,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,873
9330188.05,British Columbia,Vancouver,188.05,27.2,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,821
9330188.06,British Columbia,Vancouver,188.06,33.9,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1164
9330188.07,British Columbia,Vancouver,188.07,24.4,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,924
9330188.08,British Columbia,Vancouver,188.08,21.3,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1334
9330189.03,British Columbia,Vancouver,189.03,35,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1089
9330189.05,British Columbia,Vancouver,189.05,19.7,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,818
9330189.06,British Columbia,Vancouver,189.06,31.9,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1071
9330189.07,British Columbia,Vancouver,189.07,30.3,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1024
9330189.08,British Columbia,Vancouver,189.08,37.1,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,800
9330189.09,British Columbia,Vancouver,189.09,32.4,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,733
9330189.10,British Columbia,Vancouver,189.1,23.2,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,954
9330190.01,British Columbia,Vancouver,190.01,27.2,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,952
9330190.03,British Columbia,Vancouver,190.03,33.2,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,940
9330190.04,British Columbia,Vancouver,190.04,33.5,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,921
9330190.05,British Columbia,Vancouver,190.05,44.3,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,885
9330191.03,British Columbia,Vancouver,191.03,27.5,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,823
9330191.04,British Columbia,Vancouver,191.04,34.7,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,734
9330191.05,British Columbia,Vancouver,191.05,31.8,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,930
9330191.06,British Columbia,Vancouver,191.06,39.4,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,812
9330191.07,British Columbia,Vancouver,191.07,31.6,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,858
9330192.00,British Columbia,Vancouver,192,38.6,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1013
9330200.00,British Columbia,Vancouver,200,33.2,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,983
9330201.00,British Columbia,Vancouver,201,31.2,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,900
9330202.00,British Columbia,Vancouver,202,24.7,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1054
9330203.00,British Columbia,Vancouver,203,24.2,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,905
9330204.01,British Columbia,Vancouver,204.01,25.5,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,848
9330204.02,British Columbia,Vancouver,204.02,30.4,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,900
9330205.01,British Columbia,Vancouver,205.01,33.6,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,807
9330205.02,British Columbia,Vancouver,205.02,27.6,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,904
9330206.00,British Columbia,Vancouver,206,28.6,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,928
9330207.00,British Columbia,Vancouver,207,32.9,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,829
9330208.00,British Columbia,Vancouver,208,26.8,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,707
9330209.00,British Columbia,Vancouver,209,26,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1082
9330210.00,British Columbia,Vancouver,210,34.6,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,857
9330220.00,British Columbia,Vancouver,220,34.8,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1046
9330221.01,British Columbia,Vancouver,221.01,36.3,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1340
9330221.03,British Columbia,Vancouver,221.03,27.8,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1021
9330221.04,British Columbia,Vancouver,221.04,27.3,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1039
9330222.01,British Columbia,Vancouver,222.01,21.9,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1030
9330222.02,British Columbia,Vancouver,222.02,28.9,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1202
9330223.01,British Columbia,Vancouver,223.01,23.8,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1027
9330223.02,British Columbia,Vancouver,223.02,22.9,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,981
9330224.01,British Columbia,Vancouver,224.01,25.2,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,852
9330224.02,British Columbia,Vancouver,224.02,23.8,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,789
9330225.01,British Columbia,Vancouver,225.01,27.4,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1246
9330225.02,British Columbia,Vancouver,225.02,22.8,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,995
9330226.02,British Columbia,Vancouver,226.02,25.2,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,983
9330226.03,British Columbia,Vancouver,226.03,22.6,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1140
9330226.04,British Columbia,Vancouver,226.04,26.6,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,895
9330227.01,British Columbia,Vancouver,227.01,26.4,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,881
9330227.02,British Columbia,Vancouver,227.02,20.8,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,875
9330228.02,British Columbia,Vancouver,228.02,31.2,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1106
9330228.03,British Columbia,Vancouver,228.03,17.7,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1064
9330228.04,British Columbia,Vancouver,228.04,21.6,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,889
9330229.00,British Columbia,Vancouver,229,26.2,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1016
9330230.01,British Columbia,Vancouver,230.01,24.8,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1142
9330230.02,British Columbia,Vancouver,230.02,33.1,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,832
9330231.00,British Columbia,Vancouver,231,25.6,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1262
9330232.00,British Columbia,Vancouver,232,33.7,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1111
9330233.00,British Columbia,Vancouver,233,27,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,996
9330234.00,British Columbia,Vancouver,234,28.7,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1040
9330235.02,British Columbia,Vancouver,235.02,27.3,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1233
9330235.03,British Columbia,Vancouver,235.03,28.7,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1090
9330235.04,British Columbia,Vancouver,235.04,25.7,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,987
9330236.00,British Columbia,Vancouver,236,26.5,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1259
9330237.00,British Columbia,Vancouver,237,20.5,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1101
9330238.01,British Columbia,Vancouver,238.01,23.1,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1464
9330238.02,British Columbia,Vancouver,238.02,28.6,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1164
9330239.00,British Columbia,Vancouver,239,23.6,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1213
9330240.01,British Columbia,Vancouver,240.01,25.4,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1205
9330240.02,British Columbia,Vancouver,240.02,29.2,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1052
9330241.00,British Columbia,Vancouver,241,17.9,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1011
9330242.00,British Columbia,Vancouver,242,25.3,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1064
9330243.01,British Columbia,Vancouver,243.01,27.3,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1049
9330243.02,British Columbia,Vancouver,243.02,22.1,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1213
9330250.02,British Columbia,Vancouver,250.02,36.5,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1123
9330251.00,British Columbia,Vancouver,251,42.1,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,0
9330260.04,British Columbia,Vancouver,260.04,23.6,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1321
9330260.05,British Columbia,Vancouver,260.05,24.7,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,995
9330260.06,British Columbia,Vancouver,260.06,27.9,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,992
9330260.07,British Columbia,Vancouver,260.07,31.4,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1303
9330260.08,British Columbia,Vancouver,260.08,24.2,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1851
9330260.09,British Columbia,Vancouver,260.09,31.5,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,912
9330260.10,British Columbia,Vancouver,260.1,30.7,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1447
9330280.00,British Columbia,Vancouver,280,17.2,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,950
9330281.01,British Columbia,Vancouver,281.01,24.9,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1145
9330281.02,British Columbia,Vancouver,281.02,17.3,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1029
9330282.01,British Columbia,Vancouver,282.01,39.2,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,951
9330282.02,British Columbia,Vancouver,282.02,23.6,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,837
9330283.00,British Columbia,Vancouver,283,32,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,988
9330284.01,British Columbia,Vancouver,284.01,28.4,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,991
9330284.02,British Columbia,Vancouver,284.02,29.3,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1010
9330285.01,British Columbia,Vancouver,285.01,26.7,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,811
9330285.02,British Columbia,Vancouver,285.02,31,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1137
9330286.01,British Columbia,Vancouver,286.01,20,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1177
9330286.02,British Columbia,Vancouver,286.02,26.6,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1007
9330286.03,British Columbia,Vancouver,286.03,25.4,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1131
9330287.01,British Columbia,Vancouver,287.01,26.2,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1137
9330287.02,British Columbia,Vancouver,287.02,27.9,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1093
9330287.06,British Columbia,Vancouver,287.06,22.2,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,839
9330287.09,British Columbia,Vancouver,287.09,33.2,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1227
9330287.10,British Columbia,Vancouver,287.1,24.7,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1232
9330287.11,British Columbia,Vancouver,287.11,25.3,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1056
9330287.12,British Columbia,Vancouver,287.12,31,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1435
9330287.13,British Columbia,Vancouver,287.13,22,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1254
9330287.14,British Columbia,Vancouver,287.14,24.4,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1334
9330287.15,British Columbia,Vancouver,287.15,25.7,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1070
9330287.16,British Columbia,Vancouver,287.16,27.3,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1196
9330290.02,British Columbia,Vancouver,290.02,22.4,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1163
9330290.03,British Columbia,Vancouver,290.03,25.9,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,909
9330290.04,British Columbia,Vancouver,290.04,25.2,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1174
9330290.05,British Columbia,Vancouver,290.05,26.7,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1189
9330291.01,British Columbia,Vancouver,291.01,26.4,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,907
9330291.02,British Columbia,Vancouver,291.02,22.1,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1053
9330292.01,British Columbia,Vancouver,292.01,25.5,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,967
9330292.03,British Columbia,Vancouver,292.03,30.4,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1059
9330292.04,British Columbia,Vancouver,292.04,25.4,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,968
9330400.02,British Columbia,Vancouver,400.02,36.4,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1170
9330400.04,British Columbia,Vancouver,400.04,29.7,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1208
9330400.05,British Columbia,Vancouver,400.05,32.4,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1037
9330400.06,British Columbia,Vancouver,400.06,35,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1000
9330401.01,British Columbia,Vancouver,401.01,40.5,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,684
9330401.02,British Columbia,Vancouver,401.02,29.8,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,839
9330402.02,British Columbia,Vancouver,402.02,30.3,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1006
9330402.03,British Columbia,Vancouver,402.03,35.7,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,907
9330402.04,British Columbia,Vancouver,402.04,31.2,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1412
9330403.01,British Columbia,Vancouver,403.01,29.5,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1057
9330403.03,British Columbia,Vancouver,403.03,29.1,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,917
9330403.04,British Columbia,Vancouver,403.04,27,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1073
9330403.05,British Columbia,Vancouver,403.05,28.9,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,996
9330404.01,British Columbia,Vancouver,404.01,28.8,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1144
9330404.02,British Columbia,Vancouver,404.02,25.8,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1454
9330410.02,British Columbia,Vancouver,410.02,33.4,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,793
9330410.04,British Columbia,Vancouver,410.04,42.2,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1089
9330410.05,British Columbia,Vancouver,410.05,31.4,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1057
9330410.06,British Columbia,Vancouver,410.06,23.6,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1510
9330500.00,British Columbia,Vancouver,500,41.6,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1010
9330501.01,British Columbia,Vancouver,501.01,35.1,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,869
9330501.02,British Columbia,Vancouver,501.02,31.9,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,857
9330501.03,British Columbia,Vancouver,501.03,32.7,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,849
9330502.01,British Columbia,Vancouver,502.01,32.8,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1133
9330502.02,British Columbia,Vancouver,502.02,34.8,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1249
9330502.03,British Columbia,Vancouver,502.03,24,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,998
9330502.05,British Columbia,Vancouver,502.05,38.6,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1173
9330502.06,British Columbia,Vancouver,502.06,35,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,976
9330502.07,British Columbia,Vancouver,502.07,27.1,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,886
9330503.01,British Columbia,Vancouver,503.01,24.9,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1364
9330503.03,British Columbia,Vancouver,503.03,30.5,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1215
9330503.06,British Columbia,Vancouver,503.06,28.5,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,935
9330503.07,British Columbia,Vancouver,503.07,23.4,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,723
9330503.08,British Columbia,Vancouver,503.08,34.7,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,930
9330503.09,British Columbia,Vancouver,503.09,33.7,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,926
9330504.03,British Columbia,Vancouver,504.03,24.5,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1193
9330504.05,British Columbia,Vancouver,504.05,24.3,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1239
9330504.06,British Columbia,Vancouver,504.06,18.3,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1151
9330504.07,British Columbia,Vancouver,504.07,23.6,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1212
9330504.08,British Columbia,Vancouver,504.08,20.6,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,907
9330504.09,British Columbia,Vancouver,504.09,35.9,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1405
9330504.10,British Columbia,Vancouver,504.1,33.8,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1179
9330504.11,British Columbia,Vancouver,504.11,36.6,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1559
9330504.12,British Columbia,Vancouver,504.12,26,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1407
9330504.13,British Columbia,Vancouver,504.13,21.9,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1766
9330505.01,British Columbia,Vancouver,505.01,30.9,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1020
9330505.02,British Columbia,Vancouver,505.02,32.7,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1029
9330506.01,British Columbia,Vancouver,506.01,32.1,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,1068
9330506.02,British Columbia,Vancouver,506.02,25.6,Shelter costs,  Average monthly shelter costs for rented dwellings ($),116,863
